study,dataset,name,concept,item_old,questionnaire,question,item
soep-pretest,pre_2001,pfs32,pfs062,,pre_2001,133,8
soep-pretest,pre_2001,pfs33,pfs063,,pre_2001,133,9
soep-pretest,pre_2001,pfs41,pfs051,,pre_2001,133,10
soep-pretest,pre_2001,pfs42,pfs052,,pre_2001,133,11
soep-pretest,pre_2001,pfs43,pfs053,,pre_2001,133,12
soep-pretest,pre_2001,pfs51,pfs071,,pre_2001,133,13
soep-pretest,pre_2001,pfs52,pfs072,,pre_2001,133,14
soep-pretest,pre_2001,pfs53,pfs073,,pre_2001,133,15
soep-pretest,pre_2001,pfs61,pfs041,,pre_2001,133,16
soep-pretest,pre_2001,pfs62,pfs042,,pre_2001,133,17
soep-pretest,pre_2001,pfs63,pfs043,,pre_2001,133,18
soep-pretest,pre_2001,pfs71,pfs031,,pre_2001,133,19
soep-pretest,pre_2001,pfs72,pfs032,,pre_2001,133,20
soep-pretest,pre_2001,pfs73,pfs033,,pre_2001,133,21
soep-pretest,pre_2001,pfs81,pfs101,,pre_2001,133,22
soep-pretest,pre_2001,pfs82,pfs102,,pre_2001,133,23
soep-pretest,pre_2001,pfs83,pfs103,,pre_2001,133,24
soep-pretest,pre_2001,pfsso,pre_pfsso,,pre_2001,133,25
soep-pretest,pre_2001,pfsno,pfsno,,pre_2001,133,26
soep-pretest,pre_2001,punt11,punt11,,pre_2001,134,1
soep-pretest,pre_2001,punt12,punt12,,pre_2001,134,2
soep-pretest,pre_2001,punt13,punt13,,pre_2001,134,3
soep-pretest,pre_2001,punt14,punt14,,pre_2001,134,4
soep-pretest,pre_2001,punt21,punt21,,pre_2001,134,5
soep-pretest,pre_2001,punt22,punt22,,pre_2001,134,6
soep-pretest,pre_2001,punt23,punt23,,pre_2001,134,7
soep-pretest,pre_2001,punt24,punt24,,pre_2001,134,8
soep-pretest,pre_2001,punt31,punt31,,pre_2001,134,9
soep-pretest,pre_2001,punt32,punt32,,pre_2001,134,10
soep-pretest,pre_2001,punt33,punt33,,pre_2001,134,11
soep-pretest,pre_2001,punt34,punt34,,pre_2001,134,12
soep-pretest,pre_2001,punt41,punt41,,pre_2001,134,13
soep-pretest,pre_2001,punt42,punt42,,pre_2001,134,14
soep-pretest,pre_2001,punt43,punt43,,pre_2001,134,15
soep-pretest,pre_2001,punt44,punt44,,pre_2001,134,16
soep-pretest,pre_2001,punt51,punt51,,pre_2001,134,17
soep-pretest,pre_2001,punt52,punt52,,pre_2001,134,18
soep-pretest,pre_2001,punt53,punt53,,pre_2001,134,19
soep-pretest,pre_2001,punt54,punt54,,pre_2001,134,20
soep-pretest,pre_2001,puntno,puntno,,pre_2001,134,21
soep-pretest,pre_2001,pabs01,pabs01,,pre_2001,135,1
soep-pretest,pre_2001,pabs02,pabs02,,pre_2001,135,2
soep-pretest,pre_2001,pabs02x,pre_pabs02x,,pre_2001,135,3
soep-pretest,pre_2001,pabs03,pabs03,,pre_2001,135,4
soep-pretest,pre_2001,pabs03x,pre_pabs03x,,pre_2001,135,5
soep-pretest,pre_2001,pabs04,pabs04,,pre_2001,135,6
soep-pretest,pre_2001,pabs05,pabs05,,pre_2001,135,7
soep-pretest,pre_2001,pabs06,pabs06,,pre_2001,136,
soep-pretest,pre_2001,pabs07,pabs07,,pre_2001,137,1
soep-pretest,pre_2001,pabs08,pabs08,,pre_2001,137,2
soep-pretest,pre_2001,pabs09,pabs09,,pre_2001,137,3
soep-pretest,pre_2001,pabs10,pabs10,,pre_2001,137,4
soep-pretest,pre_2001,pabs11,pabs11,,pre_2001,137,5
soep-pretest,pre_2001,pabs12,pabs12,,pre_2001,137,6
soep-pretest,pre_2001,pabs13,pabs13,,pre_2001,137,7
soep-pretest,pre_2001,pabs14,pabs14,,pre_2001,137,8
soep-pretest,pre_2001,pabs15,pabs15,,pre_2001,137,9
soep-pretest,pre_2001,pabs15x,pre_pabs15x,,pre_2001,137,10
soep-pretest,pre_2001,pzule1,pzule1,,pre_2001,138,1
soep-pretest,pre_2001,pzule2,pzule2,,pre_2001,138,2
soep-pretest,pre_2002,f0101,pzuf01,,pre-2002,1,1
soep-pretest,pre_2002,f0102,pzuf02,,pre-2002,1,2
soep-pretest,pre_2002,f0103,pzuf03,,pre-2002,1,3
soep-pretest,pre_2002,f0104,pre_satisf_hh_income,,pre-2002,1,4
soep-pretest,pre_2002,f0105,pzuf07,,pre-2002,1,5
soep-pretest,pre_2002,f0106,_929_p_sat ,,pre-2002,1,6
soep-pretest,pre_2002,f0107,pzuf09,,pre-2002,1,7
soep-pretest,pre_2002,f0108,pzuf10,,pre-2002,1,8
soep-pretest,pre_2002,f0109,pzuf06,,pre-2002,1,9
soep-pretest,pre_2002,f0110,pzuf05,,pre-2002,1,10
soep-pretest,pre_2002,f0111,pzuf11,,pre-2002,1,11
soep-pretest,pre_2002,f0301,pgesch1,,pre-2002,3,
soep-pretest,pre_2002,f0302,p10va ,,pre-2002,3_1,
soep-pretest,pre_2002,f0303,p09va ,,pre-2002,3_2,
soep-pretest,pre_2002,f04,Pbez06 – Achtung Fehler in Concept „closed friends“,,pre-2002,4,
soep-pretest,pre_2002,f05,pbez04 ,,pre-2002,5,
soep-pretest,pre_2002,f06,pbez05,,pre-2002,6,
soep-pretest,pre_2002,f0701,item_5396 ,,pre-2002,7,1
soep-pretest,pre_2002,f0702,Item_5397,,pre-2002,7,2
soep-pretest,pre_2002,f0703,Item_5398,,pre-2002,7,3
soep-pretest,pre_2002,f0801,pre_trust_family,,pre-2002,8,1
soep-pretest,pre_2002,f0802,pre_trust_neighbours,,pre-2002,8,2
soep-pretest,pre_2002,f0803,pre_trust_friends,,pre-2002,8,3
soep-pretest,pre_2002,f0804,pre_trust_colleagues,,pre-2002,8,4
soep-pretest,pre_2002,f0805,pre_trust_church,,pre-2002,8,5
soep-pretest,pre_2002,f0806,pre_trust_school,,pre-2002,8,6
soep-pretest,pre_2002,f0807,pre_trust_newspaper,,pre-2002,8,7
soep-pretest,pre_2002,f0808,pre_trust_trade_unions,,pre-2002,8,8
soep-pretest,pre_2002,f0809,pre_trust_police,,pre-2002,8,9
soep-pretest,pre_2002,f0810,pre_trust_bundestag,,pre-2002,8,10
soep-pretest,pre_2002,f0811,pre_trust_authorities,,pre-2002,8,11
soep-pretest,pre_2002,f0812,pre_trust_eu,,pre-2002,8,12
soep-pretest,pre_2002,f0813,pre_trust_courts,,pre-2002,8,13
soep-pretest,pre_2002,f0814,pre_trust_business_enterprises,,pre-2002,8,14
soep-pretest,pre_2002,f09,pbez10,,pre-2002,9,
soep-pretest,pre_2002,f1001,pbez07,,pre-2002,10,1
soep-pretest,pre_2002,f1002,pbez08,,pre-2002,10,2
soep-pretest,pre_2002,f1003,pbez09,,pre-2002,10,3
soep-pretest,pre_2002,f11,,religion_community,pre-2002,11,
soep-pretest,pre_2002,f12,,536,pre-2002,12,
soep-pretest,pre_2002,f13,,4461,pre-2002,13,
soep-pretest,pre_2002,f140101,pwerk1,,pre-2002,14,1
soep-pretest,pre_2002,f140102,psa1,,pre-2002,14,1_2
soep-pretest,pre_2002,f140103,pso1,,pre-2002,14,1_3
soep-pretest,pre_2002,f140201,pwerk2,,pre-2002,14,2
soep-pretest,pre_2002,f140202,psa2,,pre-2002,14,2_2
soep-pretest,pre_2002,f140203,pso2,,pre-2002,14,2_3
soep-pretest,pre_2002,f140301,pwerk3,,pre-2002,14,3
soep-pretest,pre_2002,f140302,psa3,,pre-2002,14,3_2
soep-pretest,pre_2002,f140303,pso3,,pre-2002,14,3_3
soep-pretest,pre_2002,f140401,pwerk4,,pre-2002,14,4
soep-pretest,pre_2002,f140402,psa4,,pre-2002,14,4_2
soep-pretest,pre_2002,f140403,pso4,,pre-2002,14,4_3
soep-pretest,pre_2002,f140501,pwerk5,,pre-2002,14,5
soep-pretest,pre_2002,f140502,psa5,,pre-2002,14,5_2
soep-pretest,pre_2002,f140503,pso5,,pre-2002,14,5_3
soep-pretest,pre_2002,f140601,pwerk6,,pre-2002,14,6
soep-pretest,pre_2002,f140602,psa6,,pre-2002,14,6_2
soep-pretest,pre_2002,f140603,pso6,,pre-2002,14,6_3
soep-pretest,pre_2002,f140701,pwerk7,,pre-2002,14,7
soep-pretest,pre_2002,f140702,psa7,,pre-2002,14,7_2
soep-pretest,pre_2002,f140703,pso7,,pre-2002,14,7_3
soep-pretest,pre_2002,f140801,pwerk8,,pre-2002,14,8
soep-pretest,pre_2002,f140802,psa8,,pre-2002,14,8_2
soep-pretest,pre_2002,f140803,pso8,,pre-2002,14,8_3
soep-pretest,pre_2002,f15,,173,pre-2002,15,
soep-pretest,pre_2002,f16,,172,pre-2002,16,
soep-pretest,pre_2002,f17,,171,pre-2002,17,
soep-pretest,pre_2002,f1801,,660,pre-2002,18,1
soep-pretest,pre_2002,f1802,,661,pre-2002,18,2
soep-pretest,pre_2002,f1803,,662,pre-2002,18,3
soep-pretest,pre_2002,f1804,,663,pre-2002,18,4
soep-pretest,pre_2002,f1805,,156,pre-2002,18,5
soep-pretest,pre_2002,f1806,,155,pre-2002,18,6
soep-pretest,pre_2002,f1807,,157,pre-2002,18,7
soep-pretest,pre_2002,f1808,,664,pre-2002,18,8
soep-pretest,pre_2002,f1809,,665,pre-2002,18,9
soep-pretest,pre_2002,f1810,,786,pre-2002,18,10
soep-pretest,pre_2002,f1811,,3906,pre-2002,18,11
soep-pretest,pre_2002,f1812,,136,pre-2002,18,12
soep-pretest,pre_2002,f1813,,668,pre-2002,18,13
soep-pretest,pre_2002,f1814,,152,pre-2002,18,14
soep-pretest,pre_2002,f1815,,669,pre-2002,18,15
soep-pretest,pre_2002,f1816,,151,pre-2002,18,16
soep-pretest,pre_2002,f1817,,150,pre-2002,18,17
soep-pretest,pre_2002,f1901,porg1,,pre-2002,19,1
soep-pretest,pre_2002,f1902,porg2,,pre-2002,19,2
soep-pretest,pre_2002,f1903,porg4,,pre-2002,19,3
soep-pretest,pre_2002,f1904,porg5,,pre-2002,19,4
soep-pretest,pre_2002,f2001,pliz1,,pre-2002,20,1
soep-pretest,pre_2002,f2002,pliz2,,pre-2002,20,2
soep-pretest,pre_2002,f2003,pliz3,,pre-2002,20,3
soep-pretest,pre_2002,f2004,pliz4,,pre-2002,20,4
soep-pretest,pre_2002,f2005,pliz5,,pre-2002,20,5
soep-pretest,pre_2002,f21,ppkw,,pre-2002,21,
soep-pretest,pre_2002,f22,prad,,pre-2002,22,
soep-pretest,pre_2002,f2301,pfahr1,,pre-2002,23,1
soep-pretest,pre_2002,f2301a,pfahr1a,,pre-2002,23_1,1
soep-pretest,pre_2002,f2301b,pfahr1b,,pre-2002,23_2,1
soep-pretest,pre_2002,f2302,pfahr2,,pre-2002,23,2
soep-pretest,pre_2002,f2302a,pfahr2a,,pre-2002,23_1,2
soep-pretest,pre_2002,f2302b,pfahr2b,,pre-2002,23_2,2
soep-pretest,pre_2002,f2303,pfahr3,,pre-2002,23,3
soep-pretest,pre_2002,f2303a,pfahr3a,,pre-2002,23_1,3
soep-pretest,pre_2002,f2303b,pfahr3b,,pre-2002,23_2,3
soep-pretest,pre_2002,f2304,pfahr4,,pre-2002,23,4
soep-pretest,pre_2002,f2304a,pfahr4a,,pre-2002,23_1,4
soep-pretest,pre_2002,f2304b,pfahr4b,,pre-2002,23_2,4
soep-pretest,pre_2002,f2305,pfahr5,,pre-2002,23,5
soep-pretest,pre_2002,f2305a,pfahr5a,,pre-2002,23_1,5
soep-pretest,pre_2002,f2305b,pfahr5b,,pre-2002,23_2,5
soep-pretest,pre_2002,f24,pnah,,pre-2002,24,
soep-pretest,pre_2002,f2501,pstat1,,pre-2002,25,
soep-pretest,pre_2002,f2502,,,pre-2002,25_1,
soep-pretest,pre_2002,f26011,pweg11,,pre-2002,26,1
soep-pretest,pre_2002,f26012,pweg12,,pre-2002,26,1
soep-pretest,pre_2002,f26013,pweg13,,pre-2002,26,1
soep-pretest,pre_2002,f26014,pweg14,,pre-2002,26,1
soep-pretest,pre_2002,f26015,pweg15,,pre-2002,26,1
soep-pretest,pre_2002,f26016,pweg16,,pre-2002,26_1,1
soep-pretest,pre_2002,f26021,pweg21,,pre-2002,26,2
soep-pretest,pre_2002,f26022,pweg22,,pre-2002,26,2
soep-pretest,pre_2002,f26023,pweg23,,pre-2002,26,2
soep-pretest,pre_2002,f26024,pweg24,,pre-2002,26,2
soep-pretest,pre_2002,f26025,pweg25,,pre-2002,26,2
soep-pretest,pre_2002,f26026,pweg26,,pre-2002,26_1,2
soep-pretest,pre_2002,f26031,pweg31,,pre-2002,26,3
soep-pretest,pre_2002,f26032,pweg32,,pre-2002,26,3
soep-pretest,pre_2002,f26033,pweg33,,pre-2002,26,3
soep-pretest,pre_2002,f26034,pweg34,,pre-2002,26,3
soep-pretest,pre_2002,f26035,pweg35,,pre-2002,26,3
soep-pretest,pre_2002,f26036,pweg36,,pre-2002,26_1,3
soep-pretest,pre_2002,f26041,pweg41,,pre-2002,26,4
soep-pretest,pre_2002,f26042,pweg42,,pre-2002,26,4
soep-pretest,pre_2002,f26043,pweg43,,pre-2002,26,4
soep-pretest,pre_2002,f26044,pweg44,,pre-2002,26,4
soep-pretest,pre_2002,f26045,pweg45,,pre-2002,26,4
soep-pretest,pre_2002,f26046,pweg46,,pre-2002,26_1,4
soep-pretest,pre_2002,f26051,pweg51,,pre-2002,26,5
soep-pretest,pre_2002,f26052,pweg52,,pre-2002,26,5
soep-pretest,pre_2002,f26053,pweg53,,pre-2002,26,5
soep-pretest,pre_2002,f26054,pweg54,,pre-2002,26,5
soep-pretest,pre_2002,f26055,pweg55,,pre-2002,26,5
soep-pretest,pre_2002,f26056,pweg56,,pre-2002,26_1,5
soep-pretest,pre_2002,f2701,pweg6,,pre-2002,27,1
soep-pretest,pre_2002,f2702,pweg7,,pre-2002,27,2
soep-pretest,pre_2002,f2703,pweg8,,pre-2002,27,3
soep-pretest,pre_2002,f2704,pweg9,,pre-2002,27,4
soep-pretest,pre_2002,f28,paweg,,pre-2002,28,
soep-pretest,pre_2002,f29,pwohn1,,pre-2002,29,
soep-pretest,pre_2002,f30,pwohn3,,pre-2002,30,
soep-pretest,pre_2002,f31,pwohn2,,pre-2002,31,
soep-pretest,pre_2002,f3201,pwohn4,,pre-2002,32,
soep-pretest,pre_2002,f3202,pwohn5,,pre-2002,32_1,
soep-pretest,pre_2002,f3301,paweg1,,pre-2002,33,
soep-pretest,pre_2002,f3302,paweg2,,pre-2002,33_1,
soep-pretest,pre_2002,f3303,paweg3,,pre-2002,33_2,
soep-pretest,pre_2002,f3401,_742_p_mtr,,pre-2002,34,1
soep-pretest,pre_2002,f3402,_743_p_mtr,,pre-2002,34,2
soep-pretest,pre_2002,f3403,_744_p_mtr,,pre-2002,34,3
soep-pretest,pre_2002,f3404,_745_p_mtr,,pre-2002,34,4
soep-pretest,pre_2002,f3405,_746_p_mtr,,pre-2002,34,5
soep-pretest,pre_2002,f3406,_747_p_mtr,,pre-2002,34,6
soep-pretest,pre_2002,f3407,_748_p_mtr,,pre-2002,34,7
soep-pretest,pre_2002,f3408,_749_p_mtr,,pre-2002,34,8
soep-pretest,pre_2002,f3409,_750_p_mtr,,pre-2002,34,9
soep-pretest,pre_2002,f3501,paweg4,,pre-2002,35,1
soep-pretest,pre_2002,f3502,paweg5,,pre-2002,35_1,1
soep-pretest,pre_2002,f3503,paweg6,,pre-2002,35,2
soep-pretest,pre_2002,f3504,paweg7,,pre-2002,35_1,2
soep-pretest,pre_2002,f3505,paweg8,,pre-2002,35_2,
soep-pretest,pre_2002,f36,paweg9,,pre-2002,36,
soep-pretest,pre_2002,f3701,4220,,pre-2002,37,
soep-pretest,pre_2002,f3702,4223,,pre-2002,37_1,
soep-pretest,pre_2002,f3703,2303,,pre-2002,37_2,
soep-pretest,pre_2002,f3704,2304,,pre-2002,37_3,
soep-pretest,pre_2002,f3705,2302,,pre-2002,37_4,
soep-pretest,pre_2002,f38,,4227,pre-2002,38,1
soep-pretest,pre_2002,f3901,,4228_a,pre-2002,39,2
soep-pretest,pre_2002,f3902,,4228_b,pre-2002,39,3
soep-pretest,pre_2002,f3903,,4229_a,pre-2002,39,4
soep-pretest,pre_2002,f3904,,4229_b,pre-2002,39,5
soep-pretest,pre_2002,f3905,,4230,pre-2002,39,6
soep-pretest,pre_2002,f3906,,4231,pre-2002,39,7
soep-pretest,pre_2002,f3907,,4232,pre-2002,39,8
soep-pretest,pre_2002,f3908,,4233,pre-2002,39,9
soep-pretest,pre_2002,f3909,,4234,pre-2002,39,10
soep-pretest,pre_2002,f40,paus1 ,,pre-2002,40,
soep-pretest,pre_2002,f4101,paus2,,pre-2002,41,
soep-pretest,pre_2002,f4102,paus4,,pre-2002,41_1,
soep-pretest,pre_2002,f4103,paus5,,pre-2002,41_2,
soep-pretest,pre_2002,f4104,plg0004,,pre-2002,41_3,
soep-pretest,pre_2002,f42,,195,pre-2002,42,
soep-pretest,pre_2002,f43,,197,pre-2002,43,
soep-pretest,pre_2002,f44,,673,pre-2002,44,
soep-pretest,pre_2002,f45,,198,pre-2002,45,
soep-pretest,pre_2002,f46,,196,pre-2002,46,
soep-pretest,pre_2002,f4701,pnerw07 ,,pre-2002,47,1
soep-pretest,pre_2002,f4702,pnerw08 ,,pre-2002,47,2
soep-pretest,pre_2002,f48,,206,pre-2002,48,
soep-pretest,pre_2002,f49,,207,pre-2002,49,
soep-pretest,pre_2002,f5001,pre_jobsearch_Arbeitsamt,,pre-2002,50,1
soep-pretest,pre_2002,f5002,pre_jobsearch_privateagency,,pre-2002,50,2
soep-pretest,pre_2002,f5003,pre_jobsearch_place_ad,,pre-2002,50,3
soep-pretest,pre_2002,f5004,pre_jobsearch_apply_ads,,pre-2002,50,4
soep-pretest,pre_2002,f5005,pre_jobsearch_speculative,,pre-2002,50,5
soep-pretest,pre_2002,f5006,pre_jobsearch_privatecontacts,,pre-2002,50,6
soep-pretest,pre_2002,f5007,pre_jobsearch_read_ads,,pre-2002,50,7
soep-pretest,pre_2002,f5008,pre_jobsearch_internet,,pre-2002,50,8
soep-pretest,pre_2002,f5009,pre_jobsearch_interviews,,pre-2002,50,9
soep-pretest,pre_2002,f5010,pre_jobsearch_other,,pre-2002,50,10
soep-pretest,pre_2002,f5101,zp1801 ,,pre-2002,51,1
soep-pretest,pre_2002,f5102,zp1802 ,,pre-2002,51,2
soep-pretest,pre_2002,f52,pnerw6,,pre-2002,52,
soep-pretest,pre_2002,f53,pre_jobsearch_area_or_sth_new,,pre-2002,53,
soep-pretest,pre_2002,f5401,"
pre_future_probability_employment ",,pre-2002,54,1
soep-pretest,pre_2002,f5402,pre_future_probability_freelancing ,,pre-2002,54,2
soep-pretest,pre_2002,f5403,pre_future_probability_continued_education,,pre-2002,54,3
soep-pretest,pre_2002,f5501,pre_future_probability_search_job,,pre-2002,55,1
soep-pretest,pre_2002,f5502,pre_future_probability_lose_job,,pre-2002,55,2
soep-pretest,pre_2002,f5503,pre_future_probability_promotion,,pre-2002,55,3
soep-pretest,pre_2002,f5504,pre_future_probability_freelancing ,,pre-2002,55,4
soep-pretest,pre_2002,f5505,pre_future_probability_end_job_start_new,,pre-2002,55,5
soep-pretest,pre_2002,f5506,pre_future_probability_stop_working,,pre-2002,55,6
soep-pretest,pre_2002,f5507,pre_future_probability_get_demoted,,pre-2002,55,7
soep-pretest,pre_2002,f5508,pre_future_probability_retirement,,pre-2002,55,8
soep-pretest,pre_2002,f5509,pre_future_probability_change_workhours,,pre-2002,55,9
soep-pretest,pre_2002,f5510,pre_future_probability_continued_education,,pre-2002,55,10
soep-pretest,pre_2002,f5511,pre_future_probability_receive_raise,,pre-2002,55,11
soep-pretest,pre_2002,f56,pwexl1,,pre-2002,56,
soep-pretest,pre_2002,f5701,pwexl2,,pre-2002,57,1
soep-pretest,pre_2002,f5702,pwexl3,,pre-2002,57,2
soep-pretest,pre_2002,f58,pwexl4,,pre-2002,58,
soep-pretest,pre_2002,f59,pvergl9 ,,pre-2002,59,
soep-pretest,pre_2002,f6001,pvergl1,,pre-2002,60,1
soep-pretest,pre_2002,f6002,pvergl2,,pre-2002,60,2
soep-pretest,pre_2002,f6003,pvergl3,,pre-2002,60,3
soep-pretest,pre_2002,f6004,pvergl4,,pre-2002,60,4
soep-pretest,pre_2002,f6005,pvergl5,,pre-2002,60,5
soep-pretest,pre_2002,f6006,pvergl6,,pre-2002,60,6
soep-pretest,pre_2002,f6007,pvergl7,,pre-2002,60,7
soep-pretest,pre_2002,f6008,pvergl8,,pre-2002,60,8
soep-pretest,pre_2002,f61,psuch1,,pre-2002,61,
soep-pretest,pre_2002,f62,psuch2,,pre-2002,62,
soep-pretest,pre_2002,f6301,pverm3 ,,pre-2002,63,
soep-pretest,pre_2002,f6302,pverm4 ,,pre-2002,63_1,
soep-pretest,pre_2002,f65,pberja ,,pre-2002,65,
soep-pretest,pre_2002,f66,pberaus,,pre-2002,66,
soep-pretest,pre_2002,f6701,peinar1,,pre-2002,67,1
soep-pretest,pre_2002,f6702,peinar2,,pre-2002,67,2
soep-pretest,pre_2002,f6703,peinar3,,pre-2002,67,3
soep-pretest,pre_2002,f68,poed,,pre-2002,68,
soep-pretest,pre_2002,f70,pgesunt ,,pre-2002,70,
soep-pretest,pre_2002,f7101,pseitm ,,pre-2002,71,1
soep-pretest,pre_2002,f7102,pseitj ,,pre-2002,71,2
soep-pretest,pre_2002,f72,pzaf,,pre-2002,72,
soep-pretest,pre_2002,f7301,pbefr1,,pre-2002,73,
soep-pretest,pre_2002,f7302,pbefr2,,pre-2002,73_1,
soep-pretest,pre_2002,f7401,parb,,pre-2002,74,
soep-pretest,pre_2002,f7402,_243_p_ocs ,,pre-2002,74_1,1
soep-pretest,pre_2002,f7403,psst2,,pre-2002,74_1,2
soep-pretest,pre_2002,f7404,psst3,,pre-2002,74_1,3
soep-pretest,pre_2002,f7405,psst4,,pre-2002,74_2,
soep-pretest,pre_2002,f7406,pazubi,,pre-2002,74_3,
soep-pretest,pre_2002,f7407,pang,,pre-2002,74_4,
soep-pretest,pre_2002,f7408,pamt,,pre-2002,74_5,
soep-pretest,pre_2002,f7501,palt1,,pre-2002,75_1,
soep-pretest,pre_2002,f7502,palt2,,pre-2002,75_2,
soep-pretest,pre_2002,f76,pverl,,pre-2002,76,
soep-pretest,pre_2002,f77,preg,,pre-2002,77,
soep-pretest,pre_2002,f78a01,paz08,,pre-2002,78,
soep-pretest,pre_2002,f78a02,paz09,,pre-2002,78_1,
soep-pretest,pre_2002,f78b,paz10,,pre-2002,78_2,
soep-pretest,pre_2002,f78c,paz11,,pre-2002,78_3,1
soep-pretest,pre_2002,f78d,paz12,,pre-2002,78_3,2
soep-pretest,pre_2002,f78e,paz13,,pre-2002,78_3,3
soep-pretest,pre_2002,f79,paz14,,pre-2002,79,
soep-pretest,pre_2002,f80,pustd1,,pre-2002,80,
soep-pretest,pre_2002,f8101,pustd2,,pre-2002,81,
soep-pretest,pre_2002,f8102,pustd3,,pre-2002,81_1,
soep-pretest,pre_2002,f82,pustd4,,pre-2002,82,
soep-pretest,pre_2002,f8301,pustd5,,pre-2002,83,
soep-pretest,pre_2002,f8302,pustd6,,pre-2002,83_1,1
soep-pretest,pre_2002,f8303,pustd7,,pre-2002,83_1,2
soep-pretest,pre_2002,f8401,pbrutt,,pre-2002,84,1
soep-pretest,pre_2002,f8402,pnett,,pre-2002,84,2
soep-pretest,pre_2002,f8501,pjob01,,pre-2002,85,1
soep-pretest,pre_2002,f8502,pjob02,,pre-2002,85,2
soep-pretest,pre_2002,f8503,pjob03,,pre-2002,85,3
soep-pretest,pre_2002,f8504,pjobno,,pre-2002,85,4
soep-pretest,pre_2002,f8701,pjob04,,pre-2002,87,1
soep-pretest,pre_2002,f8702,pjob05,,pre-2002,87,2
soep-pretest,pre_2002,f8703,pjob06,,pre-2002,87,3
soep-pretest,pre_2002,f8704,pjob07,,pre-2002,87,4
soep-pretest,pre_2002,f8801,pjob08,,pre-2002,88,1
soep-pretest,pre_2002,f8802,pjob09,,pre-2002,88,2
soep-pretest,pre_2002,f8803,pjob10,,pre-2002,88,3
soep-pretest,pre_2002,f8804,pjob11,,pre-2002,88,4
soep-pretest,pre_2002,f89,pjob12,,pre-2002,89,
soep-pretest,pre_2002,f90,pjob13,,pre-2002,90,
soep-pretest,pre_2002,f91,pjob14,,pre-2002,91,
soep-pretest,pre_2002,f9201,pek17,,pre-2002,92,1
soep-pretest,pre_2002,f920101,pre_pek171,,pre-2002,92_1,1
soep-pretest,pre_2002,f9202,pek01,,pre-2002,92,2
soep-pretest,pre_2002,f920201,pek011,,pre-2002,92_1,2
soep-pretest,pre_2002,f9203,pek02,,pre-2002,92,3
soep-pretest,pre_2002,f920301,pek021,,pre-2002,92_1,3
soep-pretest,pre_2002,f9204,pre_pek12,,pre-2002,92,4
soep-pretest,pre_2002,f920401,pre_pek121,,pre-2002,92_1,4
soep-pretest,pre_2002,f9205,pre_pek13,,pre-2002,92,5
soep-pretest,pre_2002,f920501,pre_pek131,,pre-2002,92_1,5
soep-pretest,pre_2002,f9206,pek03,,pre-2002,92,6
soep-pretest,pre_2002,f920601,pek031,,pre-2002,92_1,6
soep-pretest,pre_2002,f9207,pek04,,pre-2002,92,7
soep-pretest,pre_2002,f920701,pek041,,pre-2002,92_1,7
soep-pretest,pre_2002,f9208,pek05b,,pre-2002,92,8
soep-pretest,pre_2002,f920801,pek051b,,pre-2002,92_1,8
soep-pretest,pre_2002,f9209,pek06,,pre-2002,92,9
soep-pretest,pre_2002,f920901,pek061,,pre-2002,92_1,9
soep-pretest,pre_2002,f9210,pek07,,pre-2002,92,10
soep-pretest,pre_2002,f921001,pek071,,pre-2002,92_1,10
soep-pretest,pre_2002,f9211,pek08,,pre-2002,92,11
soep-pretest,pre_2002,f921101,pek081,,pre-2002,92_1,11
soep-pretest,pre_2002,f9212,pek09,,pre-2002,92,12
soep-pretest,pre_2002,f921201,pek091,,pre-2002,92_1,12
soep-pretest,pre_2002,f9213,pek10,,pre-2002,92,13
soep-pretest,pre_2002,f921301,pek101,,pre-2002,92_1,13
soep-pretest,pre_2002,f9214,pek11,,pre-2002,92,14
soep-pretest,pre_2002,f921401,pek111,,pre-2002,92_1,14
soep-pretest,pre_2002,f9215,pekno,,pre-2002,92,15
soep-pretest,pre_2002,f9301,pab1,,pre-2002,93,
soep-pretest,pre_2002,f9302,pab2,,pre-2002,93_1,1
soep-pretest,pre_2002,f9303,pab3,,pre-2002,93_1,2
soep-pretest,pre_2002,f94,pab4,,pre-2002,94,
soep-pretest,pre_2002,f9401,pab5,,pre-2002,94_1,
soep-pretest,pre_2002,f9402,pab6,,pre-2002,94_2,
soep-pretest,pre_2002,f9403,pab7,,pre-2002,94_3,
soep-pretest,pre_2002,f95,pend1,,pre-2002,95,
soep-pretest,pre_2002,f9601,pend2,,pre-2002,96,
soep-pretest,pre_2002,f9602,pend3,,pre-2002,96,
soep-pretest,pre_2002,f9701,pend4,,pre-2002,97,1
soep-pretest,pre_2002,f9702,pend5,,pre-2002,97,2
soep-pretest,pre_2002,f98,pend6,,pre-2002,98,
soep-pretest,pre_2002,f9901,pend7,,pre-2002,99,1
soep-pretest,pre_2002,f9902,pend8,,pre-2002,99,2
soep-pretest,pre_2002,f100,pend9,,pre-2002,100,
soep-pretest,pre_2002,f102,pges01,,pre-2002,102,
soep-pretest,pre_2002,f103,pges02,,pre-2002,103,
soep-pretest,pre_2002,f104,pges03,,pre-2002,104,
soep-pretest,pre_2002,f10501,pbeh1,,pre-2002,105,
soep-pretest,pre_2002,f10502,pbeh2,,pre-2002,105_1,
soep-pretest,pre_2002,f10601,pdr1,,pre-2002,106,
soep-pretest,pre_2002,f10602,pdr2,,pre-2002,106_1,
